node,pos_x,pos_y,path_order,connection,connection_type,track_info,node_type,cluster
Porter Robinson,0.400236,0.121902,2,Interlude - Porter Robinson,created & played,Porter Robinson: Porter Robinson - Interlude,set_artist,2
Jack U*,0.505312,0.270566,1,Jack U* - Where Are * Now ,created,Marshmello: Jack U* feat. Justin Bieber - Where Are * Now (Marshmello Remix / Skrillex Flip),artist,-1
Where Are * Now ,0.537279,0.270032,2,Jack U* - Where Are * Now ,created,Marshmello: Jack U* feat. Justin Bieber - Where Are * Now (Marshmello Remix / Skrillex Flip),track_basic,-1
Jack U*,0.505312,0.270566,1,Jack U* - Febreze,created,Valentino Khan: Jack U* feat. 2 Chainz - Febreze,artist,-1
Febreze,0.532284,0.340617,2,Jack U* - Febreze,created,Valentino Khan: Jack U* feat. 2 Chainz - Febreze,track_basic,-1
Jack U*,0.505312,0.270566,1,Jack U* - Take * There,created,Marshmello: Jack U* feat. Kiesza - Take * There,artist,-1
Take * There,0.492602,0.230332,2,Jack U* - Take * There,created,Marshmello: Jack U* feat. Kiesza - Take * There,track_basic,-1
Jack U*,0.505312,0.270566,1,Jack U* - Take * There ,created,Laidback Luke: Jack U* feat. Kiesza - Take * There (4B Remix),artist,-1
Take * There ,0.48582,0.204656,2,Jack U* - Take * There ,created,Laidback Luke: Jack U* feat. Kiesza - Take * There (4B Remix),track_basic,-1
Work,0.263032,0.52217,1,Work - Mija,played,Mija: Billy Kenny - Work,track_basic,-1
Mija,0.331091,0.443872,2,Work - Mija,played,Mija: Billy Kenny - Work,set_artist,1
Work,0.263032,0.52217,1,Work - Billy Kenny,created,Mija: Billy Kenny - Work,track_basic,-1
Billy Kenny,0.208208,0.591514,2,Work - Billy Kenny,created,Mija: Billy Kenny - Work,set_artist,1
Cornfield Chase ,0.537462,0.12919,1,Cornfield Chase  - Axwell & Ingrosso,played,Axwell & Ingrosso: Hans Zimmer - Cornfield Chase (Interstellar OST),track_basic,-1
Axwell & Ingrosso,0.52335,0.211575,2,Cornfield Chase  - Axwell & Ingrosso,played,Axwell & Ingrosso: Hans Zimmer - Cornfield Chase (Interstellar OST),set_artist,1
Safia,0.271776,0.266753,1,Safia - Take It To Reality ,created,Alison Wonderland: Alison Wonderland feat. Safia - Take It To Reality (Justin Jay Remix Feat. Benny Bridges),artist,-1
Take It To Reality ,0.326767,0.28886,2,Safia - Take It To Reality ,created,Alison Wonderland: Alison Wonderland feat. Safia - Take It To Reality (Justin Jay Remix Feat. Benny Bridges),track_basic,-1
Swedish House Mafia,0.553086,0.275729,1,Swedish House Mafia - On My Way vs. Save The World vs. The Final Countdown ,created,Axwell & Ingrosso: Axwell * Ingrosso & Salem Al Fakir vs. Swedish House Mafia & John Martin vs. Europe - On My Way vs. Save The World vs. The Final Countdown (Axwell * Ingrosso Mashup),artist,-1
On My Way vs. Save The World vs. The Final Countdown ,0.550305,0.206973,2,Swedish House Mafia - On My Way vs. Save The World vs. The Final Countdown ,created,Axwell & Ingrosso: Axwell * Ingrosso & Salem Al Fakir vs. Swedish House Mafia & John Martin vs. Europe - On My Way vs. Save The World vs. The Final Countdown (Axwell * Ingrosso Mashup),track_basic,-1
Swedish House Mafia,0.553086,0.275729,1,Swedish House Mafia - Save The World ,created,Kayzo: Swedish House Mafia feat. John Martin - Save The World (Crankdat Re-Crank),artist,-1
Save The World ,0.522242,0.288889,2,Swedish House Mafia - Save The World ,created,Kayzo: Swedish House Mafia feat. John Martin - Save The World (Crankdat Re-Crank),track_basic,-1
Swedish House Mafia,0.553086,0.275729,1,Swedish House Mafia - Castle On The Hill vs. Don't You Worry Child vs. Smash This Beat ,created,Hardwell: Ed Sheeran & NWYR vs. Swedish House Mafia feat. John Martin vs. Hardwell & Maddix - Castle On The Hill vs. Don't You Worry Child vs. Smash This Beat (Hardwell UMF Miami 2017 Mashup),artist,-1
Castle On The Hill vs. Don't You Worry Child vs. Smash This Beat ,0.593222,0.339351,2,Swedish House Mafia - Castle On The Hill vs. Don't You Worry Child vs. Smash This Beat ,created,Hardwell: Ed Sheeran & NWYR vs. Swedish House Mafia feat. John Martin vs. Hardwell & Maddix - Castle On The Hill vs. Don't You Worry Child vs. Smash This Beat (Hardwell UMF Miami 2017 Mashup),track_basic,-1
Swedish House Mafia,0.553086,0.275729,1,Swedish House Mafia - Greyhound,created,Martin Solveig: Swedish House Mafia - Greyhound,artist,-1
Greyhound,0.490618,0.26084,2,Swedish House Mafia - Greyhound,created,Martin Solveig: Swedish House Mafia - Greyhound,track_basic,-1
Swedish House Mafia,0.553086,0.275729,1,Swedish House Mafia - Antidote vs. One vs. Dream Bigger vs. Purple Lamborghini ,created,Axwell & Ingrosso: Swedish House Mafia & Knife Party feat. ADL vs. Axwell * Ingrosso feat. Pharrell Williams vs. Skrillex & Rick Ross vs. Garmiani - Antidote vs. One vs. Dream Bigger vs. Purple Lamborghini (Axwell * Ingrosso Mashup),artist,-1
Antidote vs. One vs. Dream Bigger vs. Purple Lamborghini ,0.529212,0.275574,2,Swedish House Mafia - Antidote vs. One vs. Dream Bigger vs. Purple Lamborghini ,created,Axwell & Ingrosso: Swedish House Mafia & Knife Party feat. ADL vs. Axwell * Ingrosso feat. Pharrell Williams vs. Skrillex & Rick Ross vs. Garmiani - Antidote vs. One vs. Dream Bigger vs. Purple Lamborghini (Axwell * Ingrosso Mashup),track_basic,-1
Swedish House Mafia,0.553086,0.275729,1,Swedish House Mafia - Antidote,created,Jauz: Swedish House Mafia & Knife Party feat. ADL - Antidote,artist,-1
Antidote,0.576407,0.345756,2,Swedish House Mafia - Antidote,created,Jauz: Swedish House Mafia & Knife Party feat. ADL - Antidote,track_basic,-1
Fall Into The Sky ,0.574272,0.309351,1,Fall Into The Sky  - Afrojack,played,Afrojack: Zedd & Lucky Date feat. Ellie Goulding - Fall Into The Sky (Everybody Fuckin Jump Acappella),track_basic,-1
Afrojack,0.58438,0.33521,2,Fall Into The Sky  - Afrojack,played,Afrojack: Zedd & Lucky Date feat. Ellie Goulding - Fall Into The Sky (Everybody Fuckin Jump Acappella),set_artist,1
Fall Into The Sky ,0.574272,0.309351,1,Fall Into The Sky  - Ellie Goulding,created,Afrojack: Zedd & Lucky Date feat. Ellie Goulding - Fall Into The Sky (Everybody Fuckin Jump Acappella),track_basic,-1
Ellie Goulding,0.510476,0.2568,2,Fall Into The Sky  - Ellie Goulding,created,Afrojack: Zedd & Lucky Date feat. Ellie Goulding - Fall Into The Sky (Everybody Fuckin Jump Acappella),artist,-1
Fall Into The Sky ,0.574272,0.309351,1,Fall Into The Sky  - Lucky Date,created,Afrojack: Zedd & Lucky Date feat. Ellie Goulding - Fall Into The Sky (Everybody Fuckin Jump Acappella),track_basic,-1
Lucky Date,0.620185,0.35737,2,Fall Into The Sky  - Lucky Date,created,Afrojack: Zedd & Lucky Date feat. Ellie Goulding - Fall Into The Sky (Everybody Fuckin Jump Acappella),artist,-1
Fall Into The Sky ,0.574272,0.309351,1,Fall Into The Sky  - Zedd,created,Afrojack: Zedd & Lucky Date feat. Ellie Goulding - Fall Into The Sky (Everybody Fuckin Jump Acappella),track_basic,-1
Zedd,0.58825,0.35301,2,Fall Into The Sky  - Zedd,created,Afrojack: Zedd & Lucky Date feat. Ellie Goulding - Fall Into The Sky (Everybody Fuckin Jump Acappella),set_artist,1
Culo,0.483209,0.442502,1,Culo - Flosstradamus,played,Flosstradamus: Pitbull feat. Lil Jon - Culo,track_basic,-1
Flosstradamus,0.487756,0.395637,2,Culo - Flosstradamus,played,Flosstradamus: Pitbull feat. Lil Jon - Culo,set_artist,1
Culo,0.483209,0.442502,1,Culo - Lil Jon,created,Flosstradamus: Pitbull feat. Lil Jon - Culo,track_basic,-1
Lil Jon,0.501436,0.401585,2,Culo - Lil Jon,created,Flosstradamus: Pitbull feat. Lil Jon - Culo,artist,-1
Culo,0.483209,0.442502,1,Culo - Pitbull,created,Flosstradamus: Pitbull feat. Lil Jon - Culo,track_basic,-1
Pitbull,0.492323,0.470809,2,Culo - Pitbull,created,Flosstradamus: Pitbull feat. Lil Jon - Culo,artist,-1
The Spider Symphony,0.595186,0.441155,1,The Spider Symphony - Gastly,played,Gastly: Ghastly - The Spider Symphony,track_basic,-1
Gastly,0.56223,0.411731,2,The Spider Symphony - Gastly,played,Gastly: Ghastly - The Spider Symphony,set_artist,1
The Spider Symphony,0.595186,0.441155,1,The Spider Symphony - Ghastly,created,Gastly: Ghastly - The Spider Symphony,track_basic,-1
Ghastly,0.588333,0.404862,2,The Spider Symphony - Ghastly,created,Gastly: Ghastly - The Spider Symphony,artist,-1
Salvatore,0.544558,0.0521975,1,Salvatore - FLAGS! vs. Rattle ,created,Axwell & Ingrosso: Ingrosso & LIOHN & Salvatore vs. Bingo Players - FLAGS! vs. Rattle (Axwell * Ingrosso Mashup),artist,-1
FLAGS! vs. Rattle ,0.535355,0.109239,2,Salvatore - FLAGS! vs. Rattle ,created,Axwell & Ingrosso: Ingrosso & LIOHN & Salvatore vs. Bingo Players - FLAGS! vs. Rattle (Axwell * Ingrosso Mashup),track_basic,-1
Alright Now ,0.374245,0.525479,1,Alright Now  - Above & Beyond,created & played,Above & Beyond: Above & Beyond feat. Justine Suissa - Alright Now (Above & Beyond Club Mix),track_basic,-1
Above & Beyond,0.384851,0.492111,2,Alright Now  - Above & Beyond,created & played,Above & Beyond: Above & Beyond feat. Justine Suissa - Alright Now (Above & Beyond Club Mix),set_artist,1
Alright Now ,0.374245,0.525479,1,Alright Now  - Justine Suissa,created,Above & Beyond: Above & Beyond feat. Justine Suissa - Alright Now (Above & Beyond Club Mix),track_basic,-1
Justine Suissa,0.343258,0.574484,2,Alright Now  - Justine Suissa,created,Above & Beyond: Above & Beyond feat. Justine Suissa - Alright Now (Above & Beyond Club Mix),artist,-1
Alright Now ,0.374245,0.525479,1,Alright Now  - Above,created,Above & Beyond: Above & Beyond feat. Justine Suissa - Alright Now (Above & Beyond Club Mix),track_basic,-1
Above,0.398857,0.478818,2,Alright Now  - Above,created,Above & Beyond: Above & Beyond feat. Justine Suissa - Alright Now (Above & Beyond Club Mix),artist,-1
It's Bigger Than Hip Hop UK ,0.572891,0.53962,1,It's Bigger Than Hip Hop UK  - WTF!?,created,Excision: WTF!? & Dead Prez - It's Bigger Than Hip Hop UK (Acappella),track_basic,-1
WTF!?,0.585619,0.598487,2,It's Bigger Than Hip Hop UK  - WTF!?,created,Excision: WTF!? & Dead Prez - It's Bigger Than Hip Hop UK (Acappella),artist,-1
It's Bigger Than Hip Hop UK ,0.572891,0.53962,1,It's Bigger Than Hip Hop UK  - Dead Prez,created,Excision: WTF!? & Dead Prez - It's Bigger Than Hip Hop UK (Acappella),track_basic,-1
Dead Prez,0.582606,0.599018,2,It's Bigger Than Hip Hop UK  - Dead Prez,created,Excision: WTF!? & Dead Prez - It's Bigger Than Hip Hop UK (Acappella),artist,-1
VIP's vs. Lightspeed ,0.554207,0.32468,1,VIP's vs. Lightspeed  - Datsik,created,Ephwurd: Skrillex & MUST DIE! vs. Datsik & Kill The Noise - VIP's vs. Lightspeed (Ephwurd Edit),track_basic,-1
Datsik,0.624021,0.377918,2,VIP's vs. Lightspeed  - Datsik,created,Ephwurd: Skrillex & MUST DIE! vs. Datsik & Kill The Noise - VIP's vs. Lightspeed (Ephwurd Edit),set_artist,8
VIP's vs. Lightspeed ,0.554207,0.32468,1,VIP's vs. Lightspeed  - Kill The Noise,created,Ephwurd: Skrillex & MUST DIE! vs. Datsik & Kill The Noise - VIP's vs. Lightspeed (Ephwurd Edit),track_basic,-1
Kill The Noise,0.492793,0.290068,2,VIP's vs. Lightspeed  - Kill The Noise,created,Ephwurd: Skrillex & MUST DIE! vs. Datsik & Kill The Noise - VIP's vs. Lightspeed (Ephwurd Edit),artist,-1
VIP's vs. Lightspeed ,0.554207,0.32468,1,VIP's vs. Lightspeed  - MUST DIE!,created,Ephwurd: Skrillex & MUST DIE! vs. Datsik & Kill The Noise - VIP's vs. Lightspeed (Ephwurd Edit),track_basic,-1
MUST DIE!,0.519626,0.291692,2,VIP's vs. Lightspeed  - MUST DIE!,created,Ephwurd: Skrillex & MUST DIE! vs. Datsik & Kill The Noise - VIP's vs. Lightspeed (Ephwurd Edit),artist,-1
VIP's vs. Lightspeed ,0.554207,0.32468,1,VIP's vs. Lightspeed  - Ephwurd,played,Ephwurd: Skrillex & MUST DIE! vs. Datsik & Kill The Noise - VIP's vs. Lightspeed (Ephwurd Edit),track_basic,-1
Ephwurd,0.608173,0.332616,2,VIP's vs. Lightspeed  - Ephwurd,played,Ephwurd: Skrillex & MUST DIE! vs. Datsik & Kill The Noise - VIP's vs. Lightspeed (Ephwurd Edit),set_artist,1
VIP's vs. Lightspeed ,0.554207,0.32468,1,VIP's vs. Lightspeed  - Skrillex,created,Ephwurd: Skrillex & MUST DIE! vs. Datsik & Kill The Noise - VIP's vs. Lightspeed (Ephwurd Edit),track_basic,-1
Skrillex,0.486533,0.32473,2,VIP's vs. Lightspeed  - Skrillex,created,Ephwurd: Skrillex & MUST DIE! vs. Datsik & Kill The Noise - VIP's vs. Lightspeed (Ephwurd Edit),artist,-1
French Montana,0.533306,0.315951,1,French Montana - Unforgettable,created,RL Grime: French Montana feat. Swae Lee - Unforgettable,artist,-1
Unforgettable,0.504369,0.258878,2,French Montana - Unforgettable,created,RL Grime: French Montana feat. Swae Lee - Unforgettable,track_basic,-1
French Montana,0.533306,0.315951,1,French Montana - Pop That ,created,Zomboy: French Montana feat. Rick Ross & Drake & Lil Wayne - Pop That (Acappella),artist,-1
Pop That ,0.531522,0.340817,2,French Montana - Pop That ,created,Zomboy: French Montana feat. Rick Ross & Drake & Lil Wayne - Pop That (Acappella),track_basic,-1
French Montana,0.533306,0.315951,1,French Montana - All The Way Up,created,slander: Fat Joe & Remy Ma feat. French Montana - All The Way Up,artist,-1
All The Way Up,0.5292,0.357506,2,French Montana - All The Way Up,created,slander: Fat Joe & Remy Ma feat. French Montana - All The Way Up,track_basic,-1
French Montana,0.533306,0.315951,1,French Montana - All The Way Up ,created,Zedd: Fat Joe & Remy Ma feat. French Montana - All The Way Up (David Guetta & GLOWINTHEDARK Remix),artist,-1
All The Way Up ,0.555316,0.36266,2,French Montana - All The Way Up ,created,Zedd: Fat Joe & Remy Ma feat. French Montana - All The Way Up (David Guetta & GLOWINTHEDARK Remix),track_basic,-1
Mirror,0.548507,0.40869,1,Mirror - Slushii,played,Slushii: Excision & Dion Timmer - Mirror,track_basic,-1
Slushii,0.533001,0.344346,2,Mirror - Slushii,played,Slushii: Excision & Dion Timmer - Mirror,set_artist,1
Mirror,0.548507,0.40869,1,Mirror - Dion Timmer,created,Slushii: Excision & Dion Timmer - Mirror,track_basic,-1
Dion Timmer,0.546283,0.44012,2,Mirror - Dion Timmer,created,Slushii: Excision & Dion Timmer - Mirror,artist,-1
Say Things ,0.497485,0.326639,1,Say Things  - RL Grime,played,RL Grime: graves & Coolights - Say Things (Crankdat Re-Crank),track_basic,-1
RL Grime,0.459933,0.29647,2,Say Things  - RL Grime,played,RL Grime: graves & Coolights - Say Things (Crankdat Re-Crank),set_artist,1
Say Things ,0.497485,0.326639,1,Say Things  - Afrojack,played,Afrojack: graves & Coolights - Say Things (Crankdat Re-Crank),track_basic,-1
Afrojack,0.58438,0.33521,2,Say Things  - Afrojack,played,Afrojack: graves & Coolights - Say Things (Crankdat Re-Crank),set_artist,1
Say Things ,0.497485,0.326639,1,Say Things  - Slushii,played,Slushii: graves & Coolights - Say Things (Crankdat Re-Crank),track_basic,-1
Slushii,0.533001,0.344346,2,Say Things  - Slushii,played,Slushii: graves & Coolights - Say Things (Crankdat Re-Crank),set_artist,1
Say Things ,0.497485,0.326639,1,Say Things  - graves,created,Slushii: graves & Coolights - Say Things (Crankdat Re-Crank),track_basic,-1
graves,0.440175,0.299553,2,Say Things  - graves,created,Slushii: graves & Coolights - Say Things (Crankdat Re-Crank),artist,-1
Say Things ,0.497485,0.326639,1,Say Things  - Flosstradamus,played,Flosstradamus: graves & Coolights - Say Things (Crankdat Re-Crank),track_basic,-1
Flosstradamus,0.487756,0.395637,2,Say Things  - Flosstradamus,played,Flosstradamus: graves & Coolights - Say Things (Crankdat Re-Crank),set_artist,1
Say Things ,0.497485,0.326639,1,Say Things  - Coolights,created,Slushii: graves & Coolights - Say Things (Crankdat Re-Crank),track_basic,-1
Coolights,0.463855,0.286933,2,Say Things  - Coolights,created,Slushii: graves & Coolights - Say Things (Crankdat Re-Crank),artist,-1
Coolio,0.467147,0.161276,1,Coolio - Gangsta's Paradise,created,RL Grime: Coolio - Gangsta's Paradise,artist,-1
Gangsta's Paradise,0.455453,0.218054,2,Coolio - Gangsta's Paradise,created,RL Grime: Coolio - Gangsta's Paradise,track_basic,-1
We Will Rock You,0.449832,0.475723,1,We Will Rock You - Flosstradamus,played,Flosstradamus: Queen - We Will Rock You,track_basic,-1
Flosstradamus,0.487756,0.395637,2,We Will Rock You - Flosstradamus,played,Flosstradamus: Queen - We Will Rock You,set_artist,1
Slushii,0.533001,0.344346,1,Slushii - WAWA,played,Slushii: Party Favor - WAWA,set_artist,1
WAWA,0.509998,0.297667,2,Slushii - WAWA,played,Slushii: Party Favor - WAWA,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Throwin' Elbows,played,Slushii: Excision & Space Laces - Throwin' Elbows,set_artist,1
Throwin' Elbows,0.548581,0.373863,2,Slushii - Throwin' Elbows,played,Slushii: Excision & Space Laces - Throwin' Elbows,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Fake Love,played,Slushii: Drake - Fake Love,set_artist,1
Fake Love,0.495292,0.348627,2,Slushii - Fake Love,played,Slushii: Drake - Fake Love,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Sayim,played,Slushii: SQUNTO - Sayim,set_artist,1
Sayim,0.587496,0.361862,2,Slushii - Sayim,played,Slushii: SQUNTO - Sayim,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Power Glove,played,Slushii: Knife Party - Power Glove,set_artist,1
Power Glove,0.565191,0.305625,2,Slushii - Power Glove,played,Slushii: Knife Party - Power Glove,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Work ,played,Slushii: Rihanna feat. Drake - Work (Acappella),set_artist,1
Work ,0.541071,0.388336,2,Slushii - Work ,played,Slushii: Rihanna feat. Drake - Work (Acappella),track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Let Me Love You,played,Slushii: DJ Snake feat. Justin Bieber - Let Me Love You,set_artist,1
Let Me Love You,0.547593,0.303494,2,Slushii - Let Me Love You,played,Slushii: DJ Snake feat. Justin Bieber - Let Me Love You,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - We Like To Party,played,Slushii: Vengaboys - We Like To Party,set_artist,1
We Like To Party,0.612218,0.349881,2,Slushii - We Like To Party,played,Slushii: Vengaboys - We Like To Party,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Congratulations,played,Slushii: Post Malone feat. Quavo - Congratulations,set_artist,1
Congratulations,0.499381,0.331397,2,Slushii - Congratulations,played,Slushii: Post Malone feat. Quavo - Congratulations,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Thief,played,Slushii: Ookay - Thief,set_artist,1
Thief,0.526634,0.381313,2,Slushii - Thief,played,Slushii: Ookay - Thief,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Whistle Wars ,played,Slushii: KAYZO - Whistle Wars (Slushii Bootleg),set_artist,1
Whistle Wars ,0.499819,0.344241,2,Slushii - Whistle Wars ,played,Slushii: KAYZO - Whistle Wars (Slushii Bootleg),track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Test Me,created & played,Slushii: Slushii & Dion Timmer - Test Me,set_artist,1
Test Me,0.575267,0.394679,2,Slushii - Test Me,created & played,Slushii: Slushii & Dion Timmer - Test Me,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Damn,played,Slushii: JOYRYDE feat. Freddie Gibbs - Damn,set_artist,1
Damn,0.551906,0.390607,2,Slushii - Damn,played,Slushii: JOYRYDE feat. Freddie Gibbs - Damn,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - DNA.,played,Slushii: Kendrick Lamar - DNA.,set_artist,1
DNA.,0.487221,0.321207,2,Slushii - DNA.,played,Slushii: Kendrick Lamar - DNA.,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Uber Everywhere ,played,Slushii: MadeinTYO - Uber Everywhere (Slushii Remix),set_artist,1
Uber Everywhere ,0.505767,0.417751,2,Slushii - Uber Everywhere ,played,Slushii: MadeinTYO - Uber Everywhere (Slushii Remix),track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - Watch Out,played,Slushii: Doctor P - Watch Out,set_artist,1
Watch Out,0.569169,0.415859,2,Slushii - Watch Out,played,Slushii: Doctor P - Watch Out,track_basic,-1
Slushii,0.533001,0.344346,1,Slushii - The Devil's Den ,played,Slushii: Skrillex & Wolfgang Gartner vs. Daft Punk - The Devil's Den (VIP) vs. Harder Better Faster Stronger (Skrillex Mashup),set_artist,1
The Devil's Den ,0.501512,0.278319,2,Slushii - The Devil's Den ,played,Slushii: Skrillex & Wolfgang Gartner vs. Daft Punk - The Devil's Den (VIP) vs. Harder Better Faster Stronger (Skrillex Mashup),track_basic,-1
